Name,Location,Rating,Local Image Path,Original Image URL,Latitude,Longitude
Gà Rán KFC - Nguyễn Thị Tú,"D6/22 Nguyễn Thị Tú, Huyện Bình Chánh, TP. HCM",3.4,foody_images\56_Gà Rán KFC - Nguyễn Thị Tú.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu994ho95ms52@resize_ss640x400,10.814203449000049,106.58153385400004
Vịt Quay Huỳnh Ký - Cầu Bông,"2 Bis Trần Quang Khải, Quận 1, TP. HCM",2.8,foody_images\57_Vịt Quay Huỳnh Ký - Cầu Bông.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstro7skwdl0eb@resize_ss640x400,10.792736460000071,106.69571436700004
Bánh Mì Cụ Lý - Bánh Mì Chả Bò Thì Là Chả Quế,"189 Hai Bà Trưng, P. 6, Quận 3, TP. HCM",3.7,foody_images\58_Bánh Mì Cụ Lý - Bánh Mì Chả Bò Thì Là Chả Quế.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstsp4bor72x86@resize_ss640x400,10.7859432,106.6940609
Đắc Hòa II - Heo Quay & Vịt Quay - Âu Cơ,"102 - 104 Âu Cơ, P. 9, Quận Tân Bình, TP. HCM",3.2,foody_images\59_Đắc Hòa II - Heo Quay & Vịt Quay - Âu Cơ.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstqfjqy2uh01c@resize_ss640x400,10.774048956000058,106.65178345700008
P'Meen - Gỏi & Lẩu Thái,"151 Bình Thới, P. 11, Quận 11, TP. HCM",3.0,foody_images\60_P'Meen - Gỏi & Lẩu Thái.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv0xd66mxeh82@resize_ss640x400,10.765858011000034,106.64736854800007
Bún Chả Giò Ban Mê - Trần Kế Xương,"11/12B Trần Kế Xương, P. 3, Quận Bình Thạnh, TP. HCM",1.9,foody_images\61_Bún Chả Giò Ban Mê - Trần Kế Xương.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8nmn4ordl42@resize_ss640x400,10.8022259,106.692848
Thanh Hùng - Bún Quậy Phú Quốc - Song Hành,"42 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",3.2,foody_images\62_Thanh Hùng - Bún Quậy Phú Quốc - Song Hành.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsuabct26jyx5a@resize_ss640x400,10.795414281000037,106.77369972800004
Bún Xì Dầu - Quách Văn Tuấn,"3 Quách Văn Tuấn, P. 12, Quận Tân Bình, TP. HCM",3.6,foody_images\63_Bún Xì Dầu - Quách Văn Tuấn.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu02erwtscke7@resize_ss640x400,10.80022116200007,106.65257793000006
San Fu Lou - Ẩm Thực Quảng Đông - Trường Sơn,"18A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",4.4,foody_images\64_San Fu Lou - Ẩm Thực Quảng Đông - Trường Sơn.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv6i1ug78w433@resize_ss640x400,10.808191048000026,106.66484257700006
KOI Thé - Phan Xích Long,"137 Cù Lao (Ngã 3 Phan Xích Long và Cù Lao), P. 2, Quận Phú Nhuận, TP. HCM",3.0,foody_images\65_KOI Thé - Phan Xích Long.jpg,https://down-vn.img.susercontent.com/vn-11134513-820l4-mfgcdaqpnkem66@resize_ss640x400,10.7988608,106.6863458
Bún Mọc A Cọp,"172 Trần Nhân Tôn, Quận 10, TP. HCM",3.6,foody_images\66_Bún Mọc A Cọp.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstvhyc6o42h88@resize_ss640x400,10.766615429000067,106.67399309500009
